442;плюсе;плюс;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;440;nmod;_;@ad1994m-words#@ad1994m#562.262#562.611
443;как;как;SCONJ;_;_;447;mark;_;@ad1994m-words#@ad1994m#562.611#562.96
444;минимум;минимум;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;443;fixed;_;@ad1994m-words#@ad1994m#562.96#563.309
445;/;/;PUNCT;_;_;443;punct;_;@ad1994m-words#@ad1994m#563.309#563.658
446;что;что;SCONJ;_;_;443;fixed;_;@ad1994m-words#@ad1994m#563.658#564.007
447;э...;э...;PROPN;_;Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing;442;nmod;_;@ad1994m-words#@ad1994m#564.007#564.356
448;эти;этот;DET;_;Case=Nom|Number=Plur;447;det;_;@ad1994m-words#@ad1994m#564.356#564.705
449;/;/;PUNCT;_;_;451;punct;_;@ad1994m-words#@ad1994m#564.705#565.054
450;эти;этот;DET;_;Case=Nom|Number=Plur;451;det;_;@ad1994m-words#@ad1994m#565.054#565.403
451;инвестиции;инвестиция;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur;447;conj;_;@ad1994m-words#@ad1994m#565.403#565.752
452;/;/;PUNCT;_;_;455;punct;_;@ad1994m-words#@ad1994m#565.752#566.101
453;которые;который;PRON;_;Case=Acc;455;obj;_;@ad1994m-words#@ad1994m#566.101#566.45
454;она;она;PRON;_;Case=Nom|Gender=Fem|Number=Sing|Person=3;455;nsubj;_;@ad1994m-words#@ad1994m#566.45#566.799
455;вкладывала;вкладывать;VERB;_;Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;451;acl:relcl;_;@ad1994m-words#@ad1994m#566.799#567.148
456;в;в;ADP;_;_;457;case;_;@ad1994m-words#@ad1994m#567.148#567.497
457;меня;я;PRON;_;Case=Gen|Number=Sing|Person=1;455;obl;_;@ad1994m-words#@ad1994m#567.497#567.846
458;вс...;вс...;PROPN;_;Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing;457;nmod;_;@ad1994m-words#@ad1994m#567.846#568.195
459;все;весь;DET;_;Case=Nom|Number=Plur;461;det;_;@ad1994m-words#@ad1994m#568.195#568.544
460;эти;этот;DET;_;Case=Nom|Number=Plur;461;det;_;@ad1994m-words#@ad1994m#568.544#568.893
461;годы;год;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur;466;nsubj:pass;_;@ad1994m-words#@ad1994m#568.893#569.242
462;/;/;PUNCT;_;_;466;punct;_;@ad1994m-words#@ad1994m#569.242#569.591
463;что;что;SCONJ;_;_;466;mark;_;@ad1994m-words#@ad1994m#569.591#569.94
464;они;они;PRON;_;Case=Nom|Number=Plur|Person=3;466;nsubj:pass;_;@ad1994m-words#@ad1994m#569.94#570.289
465;когда-нибудь;когда-нибудь;ADV;_;Degree=Pos;466;advmod;_;@ad1994m-words#@ad1994m#570.289#570.638
466;отобьются;отобьться;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass;455;conj;_;@ad1994m-words#@ad1994m#570.638#570.987
467;#смех#;#смех#;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;625;obl;_;@ad1994m-words#@ad1994m#570.987#571.336
468;/;/;PUNCT;_;_;475;punct;_;@ad1994m-words#@ad1994m#571.336#571.685
469;хотя;хотя;PART;_;_;475;parataxis;_;@ad1994m-words#@ad1994m#571.685#572.034
470;бы;бы;PART;_;_;469;fixed;_;@ad1994m-words#@ad1994m#572.034#572.383
471;/;/;PUNCT;_;_;469;punct;_;@ad1994m-words#@ad1994m#572.383#572.732
472;там;там;ADV;_;Degree=Pos;475;advmod;_;@ad1994m-words#@ad1994m#572.732#573.081
473;ну;ну;PART;_;_;475;parataxis;_;@ad1994m-words#@ad1994m#573.081#573.43
474;/;/;PUNCT;_;_;473;punct;_;@ad1994m-words#@ad1994m#573.43#573.779
475;ээ;ээ;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;625;nsubj;_;@ad1994m-words#@ad1994m#573.779#574.128
476;/;/;PUNCT;_;_;477;punct;_;@ad1994m-words#@ad1994m#574.128#574.477
477;свожу;свозать;VERB;_;Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act;625;xcomp;_;@ad1994m-words#@ad1994m#574.477#574.826
478;её;она;PRON;_;Case=Acc|Gender=Fem|Number=Sing|Person=3;477;obj;_;@ad1994m-words#@ad1994m#574.826#575.175
479;куда-нибудь;куда-нибудь;ADV;_;Degree=Pos;477;advmod;_;@ad1994m-words#@ad1994m#575.175#575.524
480;/;/;PUNCT;_;_;484;punct;_;@ad1994m-words#@ad1994m#575.524#575.873
481;или;или;CCONJ;_;_;484;cc;_;@ad1994m-words#@ad1994m#575.873#576.222
482;там;там;ADV;_;Degree=Pos;484;advmod;_;@ad1994m-words#@ad1994m#576.222#576.571
483;платье;платье;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;484;obj;_;@ad1994m-words#@ad1994m#576.571#576.92
484;пришлю;пришить;VERB;_;Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act;625;parataxis;_;@ad1994m-words#@ad1994m#576.92#577.269
485;однажды;однажды;ADV;_;Degree=Pos;484;advmod;_;@ad1994m-words#@ad1994m#577.269#577.618
486;/;/;PUNCT;_;_;488;punct;_;@ad1994m-words#@ad1994m#577.618#577.967
487;ну;ну;PART;_;_;488;parataxis;_;@ad1994m-words#@ad1994m#577.967#578.316
488;что-то;что-то;PRON;_;Case=Nom;625;nsubj;_;@ad1994m-words#@ad1994m#578.316#578.665
489;ей;она;PRON;_;Case=Dat|Gender=Fem|Number=Sing|Person=3;488;iobj;_;@ad1994m-words#@ad1994m#578.665#579.014
490;/;/;PUNCT;_;_;494;punct;_;@ad1994m-words#@ad1994m#579.014#579.363
491;для;для;ADP;_;_;492;case;_;@ad1994m-words#@ad1994m#579.363#579.712
492;неё;она;PRON;_;Case=Gen|Gender=Fem|Number=Sing|Person=3;494;obl;_;@ad1994m-words#@ad1994m#579.712#580.061
493;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;494;nsubj;_;@ad1994m-words#@ad1994m#580.061#580.41
494;важно;важный;ADJ;_;Degree=Pos|Gender=Neut|Number=Sing|Variant=Short;625;parataxis;_;@ad1994m-words#@ad1994m#580.41#580.759
495;и;и;CCONJ;_;_;509;cc;_;@ad1994m-words#@ad1994m#580.759#581.108
496;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;509;nsubj;_;@ad1994m-words#@ad1994m#581.108#581.457
497;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;498;obj;_;@ad1994m-words#@ad1994m#581.457#581.806
498;понимаю;понимать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;509;parataxis;_;@ad1994m-words#@ad1994m#581.806#582.203
499;ну;ну;PART;_;_;509;parataxis;_;@ad1994m-words#@ad1994m#583.084#583.43
500;ээ;ээ;X;_;Foreign=Yes;509;parataxis;_;@ad1994m-words#@ad1994m#583.43#583.776
501;/;/;PUNCT;_;_;500;punct;_;@ad1994m-words#@ad1994m#583.776#584.122
502;в;в;ADP;_;_;503;case;_;@ad1994m-words#@ad1994m#584.122#584.468
503;целом;целое;NOUN;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;509;obl;_;@ad1994m-words#@ad1994m#584.468#584.814
504;конечно;конечно;ADV;_;Degree=Pos;509;parataxis;_;@ad1994m-words#@ad1994m#584.814#585.16
505;же;же;PART;_;_;504;advmod;_;@ad1994m-words#@ad1994m#585.16#585.506
506;/;/;PUNCT;_;_;504;punct;_;@ad1994m-words#@ad1994m#585.506#585.852
507;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;509;nsubj;_;@ad1994m-words#@ad1994m#585.852#586.198
508;не;не;PART;_;_;509;advmod;_;@ad1994m-words#@ad1994m#586.198#586.544
509;знаю;знать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;494;conj;_;@ad1994m-words#@ad1994m#586.544#586.89
510;хм;х;NOUN;_;Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing;509;obl;_;@ad1994m-words#@ad1994m#589.39#589.69
511;/;/;PUNCT;_;_;517;punct;_;@ad1994m-words#@ad1994m#589.69#589.99
512;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;517;nsubj;_;@ad1994m-words#@ad1994m#589.99#590.29
513;бы...;бы...;PROPN;_;Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing;512;appos;_;@ad1994m-words#@ad1994m#590.29#590.59
514;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;517;nsubj;_;@ad1994m-words#@ad1994m#590.59#590.89
515;бы;бы;AUX;_;_;517;aux;_;@ad1994m-words#@ad1994m#590.89#591.19
516;не;не;PART;_;_;517;advmod;_;@ad1994m-words#@ad1994m#591.19#591.49
517;сказал;сказать;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;625;parataxis;_;@ad1994m-words#@ad1994m#591.49#591.79
518;что;что;SCONJ;_;_;523;mark;_;@ad1994m-words#@ad1994m#591.79#592.09
519;у;у;ADP;_;_;520;case;_;@ad1994m-words#@ad1994m#592.09#592.39
520;меня;я;PRON;_;Case=Gen|Number=Sing|Person=1;523;nmod;_;@ad1994m-words#@ad1994m#592.39#592.69
521;всё;все;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;523;nsubj;_;@ad1994m-words#@ad1994m#592.69#592.99
522;в;в;ADP;_;_;523;case;_;@ad1994m-words#@ad1994m#592.99#593.29
523;порядке;порядок;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;517;advcl;_;@ad1994m-words#@ad1994m#593.29#593.59
524;с;с;ADP;_;_;525;case;_;@ad1994m-words#@ad1994m#593.59#593.89
525;ээ;ээ;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;523;nmod;_;@ad1994m-words#@ad1994m#593.89#594.19
526;/;/;PUNCT;_;_;528;punct;_;@ad1994m-words#@ad1994m#594.19#594.49
527;материальной;материальный;ADJ;_;Case=Gen|Degree=Pos|Gender=Fem|Number=Sing;528;amod;_;@ad1994m-words#@ad1994m#594.49#594.79
528;составляющей;составляющая;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;525;nmod;_;@ad1994m-words#@ad1994m#594.79#595.09
529;моей;мой;DET;_;Case=Gen|Gender=Fem|Number=Sing;530;det;_;@ad1994m-words#@ad1994m#595.09#595.39
530;жизни;жизнь;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;528;nmod;_;@ad1994m-words#@ad1994m#595.39#595.69
531;/;/;PUNCT;_;_;534;punct;_;@ad1994m-words#@ad1994m#595.69#595.99
532;но;но;CCONJ;_;_;534;cc;_;@ad1994m-words#@ad1994m#595.99#596.29
533;мне;я;PRON;_;Case=Dat|Number=Sing|Person=1;534;iobj;_;@ad1994m-words#@ad1994m#596.29#596.59
534;кажется;казаться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;625;parataxis;_;@ad1994m-words#@ad1994m#596.59#596.89
535;что;что;SCONJ;_;_;537;mark;_;@ad1994m-words#@ad1994m#596.89#597.19
536;всё;все;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;537;nsubj;_;@ad1994m-words#@ad1994m#597.19#597.49
537;идёт;идти;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;551;advcl;_;@ad1994m-words#@ad1994m#597.49#597.79
538;как;как;SCONJ;_;_;539;mark;_;@ad1994m-words#@ad1994m#597.79#598.09
539;и...;и...;PROPN;_;Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing;537;obl;_;@ad1994m-words#@ad1994m#598.09#598.39
540;ка...;ка...;PROPN;_;Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing;539;flat:name;_;@ad1994m-words#@ad1994m#598.39#598.69
541;как;как;SCONJ;_;_;543;mark;_;@ad1994m-words#@ad1994m#598.69#598.99
542;и;и;PART;_;_;543;advmod;_;@ad1994m-words#@ad1994m#598.99#599.29
543;должно;должен;ADJ;_;Degree=Pos|Gender=Neut|Number=Sing|Variant=Short;551;advcl;_;@ad1994m-words#@ad1994m#599.29#599.59
544;идти;идти;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;543;xcomp;_;@ad1994m-words#@ad1994m#599.59#599.89
545;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;551;mark;_;@ad1994m-words#@ad1994m#599.89#600.19
546;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;545;fixed;_;@ad1994m-words#@ad1994m#600.19#600.49
547;у;у;ADP;_;_;548;case;_;@ad1994m-words#@ad1994m#600.49#600.79
548;меня;я;PRON;_;Case=Gen|Number=Sing|Person=1;551;obl;_;@ad1994m-words#@ad1994m#600.79#601.09
549;как;как;SCONJ;_;_;551;advmod;_;@ad1994m-words#@ad1994m#601.09#601.39
550;минимум;минимум;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;549;fixed;_;@ad1994m-words#@ad1994m#601.39#601.69
551;нет;нет;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;625;csubj;_;@ad1994m-words#@ad1994m#601.69#601.99
552;такого;такой;DET;_;Case=Acc|Gender=Masc|Number=Sing;553;det;_;@ad1994m-words#@ad1994m#601.99#602.29
553;что;что;PRON;_;Case=Acc;555;obj;_;@ad1994m-words#@ad1994m#602.29#602.59
554;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;555;nsubj;_;@ad1994m-words#@ad1994m#602.59#602.89
555;думаю;думать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;625;xcomp;_;@ad1994m-words#@ad1994m#602.89#603.19
556;господи;господи;PROPN;_;Animacy=Anim|Case=Voc|Gender=Masc|Number=Sing;625;nsubj;_;@ad1994m-words#@ad1994m#603.19#603.49
557;/;/;PUNCT;_;_;559;punct;_;@ad1994m-words#@ad1994m#603.49#603.79
558;куда;куда;ADV;_;Degree=Pos;559;advmod;_;@ad1994m-words#@ad1994m#603.79#604.09
559;катится;кататься;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;625;parataxis;_;@ad1994m-words#@ad1994m#604.09#604.39
560;моя;мой;DET;_;Case=Nom|Gender=Fem|Number=Sing;561;det;_;@ad1994m-words#@ad1994m#604.39#604.69
561;жизнь;жизнь;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;559;nsubj;_;@ad1994m-words#@ad1994m#604.69#604.99
562;?;?;PUNCT;_;_;559;punct;_;@ad1994m-words#@ad1994m#604.99#605.29
563;/;/;PUNCT;_;_;564;punct;_;@ad1994m-words#@ad1994m#605.29#605.59
564;нет;нет;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;625;parataxis;_;@ad1994m-words#@ad1994m#605.59#605.89
565;/;/;PUNCT;_;_;625;punct;_;@ad1994m-words#@ad1994m#605.89#606.19
566;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;625;nsubj;_;@ad1994m-words#@ad1994m#606.19#606.49
567;такой;такой;DET;_;Case=Nom|Gender=Masc|Number=Sing;566;det;_;@ad1994m-words#@ad1994m#606.49#606.79
568;/;/;PUNCT;_;_;566;punct;_;@ad1994m-words#@ad1994m#606.79#607.09
569;ну;ну;PART;_;_;570;parataxis;_;@ad1994m-words#@ad1994m#607.09#607.39
570;вот;вот;PART;_;_;625;advmod;_;@ad1994m-words#@ad1994m#607.39#607.69
571;/;/;PUNCT;_;_;572;punct;_;@ad1994m-words#@ad1994m#607.69#607.99
572;купил;купить;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;625;parataxis;_;@ad1994m-words#@ad1994m#607.99#608.29
573;себе;себя;PRON;_;Case=Dat;572;iobj;_;@ad1994m-words#@ad1994m#608.29#608.59
574;новую;новый;ADJ;_;Case=Acc|Degree=Pos|Gender=Fem|Number=Sing;575;amod;_;@ad1994m-words#@ad1994m#608.59#608.89
575;обувь;обувь;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;572;obj;_;@ad1994m-words#@ad1994m#608.89#609.19
576;/;/;PUNCT;_;_;572;punct;_;@ad1994m-words#@ad1994m#609.19#609.49
577;в;в;ADP;_;_;579;case;_;@ad1994m-words#@ad1994m#609.49#609.79
578;прошлом;прошлый;ADJ;_;Case=Loc|Degree=Pos|Gender=Masc|Number=Sing;579;amod;_;@ad1994m-words#@ad1994m#609.79#610.09
579;году;год;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;572;obl;_;@ad1994m-words#@ad1994m#610.09#610.39
580;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;572;nsubj;_;@ad1994m-words#@ad1994m#610.39#610.69
581;себе;себя;PRON;_;Case=Dat;572;iobj;_;@ad1994m-words#@ad1994m#610.69#610.99
582;обувь;обувь;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;584;obj;_;@ad1994m-words#@ad1994m#610.99#611.29
583;не;не;PART;_;_;584;advmod;_;@ad1994m-words#@ad1994m#611.29#611.59
584;покупал;покупать;VERB;_;Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;625;csubj;_;@ad1994m-words#@ad1994m#611.59#611.89
585;ни;ни;PART;_;_;586;advmod;_;@ad1994m-words#@ad1994m#611.89#612.19
586;разу;раз;NOUN;_;Animacy=Inan|Case=Par|Gender=Masc|Number=Sing;584;obl;_;@ad1994m-words#@ad1994m#612.19#612.49
587;/;/;PUNCT;_;_;588;punct;_;@ad1994m-words#@ad1994m#612.49#612.79
588;значит;значить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;625;parataxis;_;@ad1994m-words#@ad1994m#612.79#613.09
589;этот;этот;DET;_;Case=Acc|Gender=Masc|Number=Sing;590;det;_;@ad1994m-words#@ad1994m#613.09#613.39
590;год;год;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;588;obl;_;@ad1994m-words#@ad1994m#613.39#613.69
591;лучше;хорошо;ADV;_;Degree=Cmp;590;advmod;_;@ad1994m-words#@ad1994m#613.69#613.99
592;чем;чем;SCONJ;_;_;594;mark;_;@ad1994m-words#@ad1994m#613.99#614.29
593;предыдущий;предыдущий;VERB;_;Aspect=Imp|Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act;594;amod;_;@ad1994m-words#@ad1994m#614.29#614.59
594;#смех#;#смех#;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;591;advcl;_;@ad1994m-words#@ad1994m#614.59#614.89
595;/;/;PUNCT;_;_;602;punct;_;@ad1994m-words#@ad1994m#614.89#615.19
596;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;602;mark;_;@ad1994m-words#@ad1994m#615.19#615.49
597;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;596;fixed;_;@ad1994m-words#@ad1994m#615.49#615.79
598;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;602;nsubj;_;@ad1994m-words#@ad1994m#615.79#616.09
599;в;в;ADP;_;_;601;case;_;@ad1994m-words#@ad1994m#616.09#616.39
600;таких;такой;DET;_;Case=Loc|Number=Plur;601;det;_;@ad1994m-words#@ad1994m#616.39#616.69
601;категориях;категория;NOUN;_;Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur;602;obl;_;@ad1994m-words#@ad1994m#616.69#616.99
602;мыслю;мыслить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;625;csubj;_;@ad1994m-words#@ad1994m#616.99#617.29
603;/;/;PUNCT;_;_;604;punct;_;@ad1994m-words#@ad1994m#617.29#617.59
604;вот;вот;PART;_;_;602;parataxis;_;@ad1994m-words#@ad1994m#617.59#617.89
605;/;/;PUNCT;_;_;604;punct;_;@ad1994m-words#@ad1994m#617.89#618.19
606;новая;новый;ADJ;_;Case=Nom|Degree=Pos|Gender=Fem|Number=Sing;607;amod;_;@ad1994m-words#@ad1994m#618.19#618.49
607;игра;игра;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;602;nsubj;_;@ad1994m-words#@ad1994m#618.49#618.79
608;на;на;ADP;_;_;609;case;_;@ad1994m-words#@ad1994m#618.79#619.09
609;приставку;приставка;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;602;obl;_;@ad1994m-words#@ad1994m#619.09#619.39
610;у;у;ADP;_;_;611;case;_;@ad1994m-words#@ad1994m#619.39#619.69
611;меня;я;PRON;_;Case=Gen|Number=Sing|Person=1;602;obl;_;@ad1994m-words#@ad1994m#619.69#619.99
612;появилась;появиться;VERB;_;Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid;602;nsubj;_;@ad1994m-words#@ad1994m#619.99#620.29
613;в;в;ADP;_;_;615;case;_;@ad1994m-words#@ad1994m#620.29#620.59
614;прошлом;прошлый;ADJ;_;Case=Loc|Degree=Pos|Gender=Masc|Number=Sing;615;amod;_;@ad1994m-words#@ad1994m#620.59#620.89
615;году;год;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;612;obl;_;@ad1994m-words#@ad1994m#620.89#621.19
616;у;у;ADP;_;_;617;case;_;@ad1994m-words#@ad1994m#621.19#621.49
617;меня;я;PRON;_;Case=Gen|Number=Sing|Person=1;602;obl;_;@ad1994m-words#@ad1994m#621.49#621.79
618;вообще;вообще;ADV;_;Degree=Pos;619;obl;_;@ad1994m-words#@ad1994m#621.79#622.09
619;приставки;приставка;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;602;obl;_;@ad1994m-words#@ad1994m#622.09#622.39
620;не;не;PART;_;_;621;advmod;_;@ad1994m-words#@ad1994m#622.39#622.69
621;было;быть;VERB;_;Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;625;advcl;_;@ad1994m-words#@ad1994m#622.69#622.99
622;/;/;PUNCT;_;_;621;punct;_;@ad1994m-words#@ad1994m#622.99#623.29
623;значит;значить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;625;discourse;_;@ad1994m-words#@ad1994m#623.29#623.59
624;этот...;этот...;PROPN;_;Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing;623;nsubj;_;@ad1994m-words#@ad1994m#623.59#623.89
625;значит;значить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;466;csubj:pass;_;@ad1994m-words#@ad1994m#623.89#624.19
626;что-то;что-то;PRON;_;Case=Acc;625;obj;_;@ad1994m-words#@ad1994m#624.19#624.49
627;ээ;ээ;X;_;Foreign=Yes;626;flat:foreign;_;@ad1994m-words#@ad1994m#624.49#624.79
628;/;/;PUNCT;_;_;629;punct;_;@ad1994m-words#@ad1994m#624.79#625.09
629;движется;двигаться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;626;acl:relcl;_;@ad1994m-words#@ad1994m#625.09#625.39
630;вперёд;вперед;ADV;_;Degree=Pos;629;advmod;_;@ad1994m-words#@ad1994m#625.39#625.8
631;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;634;mark;_;@ad1994m-words#@ad1994m#626.188#626.484
632;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;631;fixed;_;@ad1994m-words#@ad1994m#626.484#626.78
633;когда;когда;SCONJ;_;_;634;mark;_;@ad1994m-words#@ad1994m#626.78#627.076
634;настанет;настать;VERB;_;Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act;629;advcl;_;@ad1994m-words#@ad1994m#627.076#627.372
635;год;год;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;640;nmod;_;@ad1994m-words#@ad1994m#627.372#627.668
636;что;что;PRON;_;Case=Acc;640;nmod;_;@ad1994m-words#@ad1994m#627.668#627.964
637;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;640;nsubj;_;@ad1994m-words#@ad1994m#627.964#628.26
638;такой;такой;DET;_;Case=Nom|Gender=Masc|Number=Sing;637;det;_;@ad1994m-words#@ad1994m#628.26#628.556
639;/;/;PUNCT;_;_;640;punct;_;@ad1994m-words#@ad1994m#628.556#628.852
640;блин;блин;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;634;nsubj;_;@ad1994m-words#@ad1994m#628.852#629.148
641;/;/;PUNCT;_;_;649;punct;_;@ad1994m-words#@ad1994m#629.148#629.444
642;что;что;SCONJ;_;_;649;mark;_;@ad1994m-words#@ad1994m#629.444#629.74
643;в;в;ADP;_;_;645;case;_;@ad1994m-words#@ad1994m#629.74#630.036
644;этом;этот;DET;_;Case=Loc|Gender=Masc|Number=Sing;645;det;_;@ad1994m-words#@ad1994m#630.036#630.332
645;году;год;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;649;obl;_;@ad1994m-words#@ad1994m#630.332#630.628
646;?;?;PUNCT;_;_;645;punct;_;@ad1994m-words#@ad1994m#630.628#630.924
647;/;/;PUNCT;_;_;645;punct;_;@ad1994m-words#@ad1994m#630.924#631.22
648;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;649;nsubj;_;@ad1994m-words#@ad1994m#631.22#631.516
649;продал;продать;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;640;ccomp;_;@ad1994m-words#@ad1994m#631.516#631.812
650;приставку;приставка;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;649;obj;_;@ad1994m-words#@ad1994m#631.812#632.108
651;/;/;PUNCT;_;_;652;punct;_;@ad1994m-words#@ad1994m#632.108#632.404
652;надо;надо;ADV;_;Degree=Pos;649;conj;_;@ad1994m-words#@ad1994m#632.404#632.7
653;что-то;что-то;PRON;_;Case=Acc;654;obj;_;@ad1994m-words#@ad1994m#632.7#632.996
654;думать;думать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;652;csubj;_;@ad1994m-words#@ad1994m#632.996#633.292
655;#смех#;#смех#;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;654;obl;_;@ad1994m-words#@ad1994m#633.292#633.588
